,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,renovated_yrs_ago,log_price
2446,515000,3,1.75,1810,5733,1.0,0,0,4,7,1010,800,89,1260,4680,77,47,1.0,1.0,71705,89,13.151922179645874
2450,459500,2,1.0,1250,3825,1.0,0,0,3,7,850,400,86,1370,4998,79,50,2.0,2.0,90789,86,13.037894220777881
2455,245000,2,1.0,820,7475,1.0,0,0,3,6,820,0,70,1030,5720,66,52,3.0,3.0,64297,70,12.409013489526865
2460,672324,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,75,2310,6301,66,54,1.0,1.0,110091,75,13.418495646168909
2461,420000,3,2.0,1200,5029,1.0,0,0,3,6,880,320,78,1510,5854,68,49,2.0,2.0,85759,78,12.948009990259552
2462,515000,3,2.0,1690,5100,1.5,0,0,5,7,1690,0,108,1690,5100,81,49,2.0,2.0,90789,108,13.151922179645874
2464,475000,3,1.5,1640,2720,1.5,0,0,3,8,1640,0,86,1490,4375,83,52,2.0,2.0,91458,86,13.071070083016776
2465,357250,3,1.5,1400,8840,1.0,0,0,4,6,1400,0,63,1260,8840,55,53,2.0,2.0,56208,63,12.786191095792114
2466,550000,3,1.0,1070,3713,1.0,0,0,4,6,1070,0,98,1290,3960,81,57,4.0,4.0,59275,98,13.217673557208656
2469,355000,2,1.5,1140,2500,1.0,0,1,3,7,630,510,27,1500,5000,33,53,1.0,1.0,67277,27,12.779873068457553
2471,412000,3,2.5,1553,1991,3.0,0,0,3,8,1553,0,1,1509,2431,80,61,3.0,3.0,56744,1,12.928778628331663
2473,955500,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,101,1900,5080,81,64,2.0,2.0,87667,22,13.769990042662466
2476,546000,2,1.0,1657,5031,2.0,0,0,3,7,1657,0,105,2050,6201,81,49,1.0,1.0,71705,105,13.210374254727045
2478,735000,4,2.25,2270,5102,1.0,0,0,5,8,1340,930,61,1800,5102,41,34,1.0,1.0,157292,61,13.507625778194974
2479,1234570,2,2.5,2470,609,3.0,0,0,3,11,1910,560,4,2440,1229,95,76,3.0,3.0,57786,4,14.026233289278483
2480,445000,2,2.0,1240,2500,2.0,0,0,3,7,1240,0,30,1660,5000,55,41,1.0,1.0,79681,30,13.005829561148376
2486,640000,3,1.0,1210,3720,2.0,0,0,4,8,1210,0,85,1560,6000,59,56,2.0,2.0,154868,85,13.369223455335856
2487,805000,5,3.0,2350,6480,2.0,0,3,4,7,1650,700,91,1840,7200,63,38,3.0,3.0,84324,53,13.5985975564007
2489,288000,0,1.5,1430,1650,3.0,0,0,3,7,1430,0,16,1430,1650,83,57,3.0,3.0,44951,16,12.570715759118086
2490,535000,2,1.0,1520,3360,1.0,0,0,4,7,830,690,88,1470,3774,72,50,2.0,2.0,90789,88,13.190022025878145
2491,330000,3,2.25,1620,7150,1.0,0,2,4,7,1280,340,65,1620,6930,24,42,1.0,1.0,73750,65,12.706847933442663
2492,479200,3,2.0,1510,3750,1.5,0,0,4,7,1510,0,87,1500,5000,76,48,1.0,1.0,71705,87,13.079873325783375
2494,380000,3,1.5,1520,4288,1.0,0,0,3,7,1020,500,66,1660,4288,38,46,2.0,2.0,102500,66,12.847926531702571
2495,417000,2,1.75,1090,4590,1.0,0,0,4,7,790,300,100,1390,4080,74,67,2.0,2.0,88914,100,12.94084150078094
2498,1225000,4,2.5,2600,11542,1.5,0,0,4,9,2200,400,76,2840,10960,18,28,1.0,1.0,96193,76,14.018451401960965
2501,119900,2,1.0,700,3180,1.0,0,0,3,6,480,220,64,1760,6360,16,38,2.0,2.0,71524,64,11.694413341015606
2503,210000,1,1.0,1050,7583,1.0,0,0,4,6,1050,0,68,1420,7560,76,52,4.0,4.0,64297,68,12.254862809699604
2504,325088,4,1.0,1400,6739,1.0,0,0,3,7,1000,400,61,1500,6380,60,54,3.0,3.0,47604,61,12.69185119389127
2508,255000,2,1.0,1220,2500,1.0,0,0,3,6,770,450,105,1540,3000,55,55,1.0,1.0,67277,105,12.449018824140566
2509,697000,4,3.0,2820,2850,1.5,0,0,5,7,1860,960,87,1570,4500,78,52,2.0,2.0,90789,87,13.454540689742661
2510,457500,2,1.0,840,5000,1.0,0,0,4,7,840,0,107,1240,5000,78,49,2.0,2.0,90789,107,13.033532163697712
2511,967000,4,3.25,1860,4356,2.0,0,0,3,9,1860,0,98,1860,4356,83,47,1.0,1.0,81563,10,13.781953774435433
2513,500000,3,1.0,1800,7200,1.0,0,0,3,7,1020,780,51,1740,5475,64,48,3.0,3.0,59275,51,13.122363377404328
2515,635000,4,2.25,2750,6180,1.0,0,0,4,8,1500,1250,67,1740,6180,79,56,4.0,4.0,59275,67,13.36138027787483
2517,535000,4,1.5,1580,5000,1.5,0,0,3,7,1390,190,70,1580,5000,79,50,2.0,2.0,79681,70,13.190022025878145
2519,418500,2,1.0,790,5800,1.0,0,0,3,6,790,0,72,1460,5800,83,57,3.0,3.0,62786,72,12.944432168911668
2522,802000,3,2.25,2170,5001,2.0,0,0,3,8,2170,0,1,1700,6991,60,61,2.0,2.0,87159,1,13.594863886848652
2523,525000,3,1.0,1550,6840,1.5,0,0,3,7,1550,0,97,2370,4560,90,61,2.0,2.0,99083,97,13.17115354157376
2524,700000,6,3.0,2790,4550,2.5,0,0,4,8,2790,0,108,2590,4550,91,66,2.0,2.0,67572,108,13.458835614025542
2526,277500,2,1.5,1190,1236,3.0,0,0,3,7,1190,0,10,1390,1756,53,49,2.0,2.0,32472,10,12.533576212168624
2529,445000,4,2.0,1650,6000,1.0,0,0,5,7,1000,650,56,1540,6000,83,75,4.0,4.0,47737,56,13.005829561148376
2530,495800,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,91,1740,4455,85,56,2.0,2.0,91458,91,13.113927898583226
2534,310000,2,2.0,1030,2271,3.0,0,0,3,7,1030,0,16,1439,1387,60,52,2.0,2.0,56208,16,12.644327576461327
2543,1015000,4,2.5,2700,4590,2.0,0,0,3,8,2700,0,13,2080,3570,78,57,2.0,2.0,65172,13,13.830399170458026
2550,325000,4,1.0,1640,3844,1.5,0,0,4,7,1460,180,87,1230,3844,82,56,2.0,2.0,65188,87,12.691580461311874
2551,402500,4,2.0,1650,3504,1.0,0,0,3,7,760,890,64,1480,3504,81,72,4.0,4.0,81676,2,12.905450375840758
2553,540000,3,1.0,1270,3840,1.5,0,0,3,7,1270,0,89,1270,4175,96,53,3.0,3.0,103750,89,13.199324418540455
2554,385000,3,1.0,1070,4000,1.0,0,0,4,7,1070,0,44,1090,4000,57,57,4.0,4.0,79432,44,12.86099861326992
2555,480000,2,1.0,1060,3040,1.0,0,0,3,7,860,200,91,1470,3814,75,56,2.0,2.0,65172,91,13.081541382884073
2557,417000,3,2.5,1300,877,2.0,0,0,3,7,1060,240,7,1320,1414,70,49,1.0,1.0,66563,7,12.94084150078094
2559,494400,2,1.75,1560,1750,1.0,0,0,4,6,780,780,111,1850,3600,85,61,2.0,2.0,98750,111,13.111100185125618
2565,521000,2,1.0,1050,7500,1.5,0,3,4,6,1050,0,105,2540,13680,53,43,1.0,1.0,82333,105,13.163505320735506
2566,330000,3,2.25,2220,4060,1.0,0,0,3,7,1330,890,22,1930,5625,64,48,4.0,4.0,38846,22,12.706847933442663
2568,310000,2,1.0,1560,4920,1.0,0,0,4,6,780,780,68,1760,7510,30,46,2.0,2.0,64297,68,12.644327576461327
2569,862000,4,2.25,2220,4200,1.5,0,0,5,8,1310,910,83,2020,4940,76,41,1.0,1.0,90951,83,13.667010549645829
2578,889000,4,3.5,3210,5000,3.0,0,0,3,9,3210,0,1,1360,5000,42,46,1.0,1.0,102500,1,13.697852514496038
2579,375000,1,1.0,1090,5250,1.0,0,0,3,6,980,110,88,2160,5250,17,35,1.0,1.0,95927,88,12.834681304952548
2580,933000,3,1.5,1870,3300,2.0,0,2,3,7,1870,0,109,1820,2460,96,86,3.0,3.0,74559,109,13.74616047982948
2582,328000,2,1.0,700,4350,1.0,0,0,3,6,700,0,72,1620,5100,85,51,1.0,1.0,66794,72,12.700768887366278
2586,563000,6,1.0,1730,2760,1.5,0,0,3,7,1250,480,97,1630,3200,92,64,2.0,2.0,98750,97,13.241034907121827
2588,280000,2,1.5,800,1196,2.0,0,0,3,8,800,0,12,1020,1087,79,61,3.0,3.0,87159,12,12.542544882151384
2590,458950,2,1.0,1530,4370,1.0,0,0,3,7,1130,400,69,1580,4275,76,51,2.0,2.0,91458,69,13.036696550647235
2591,525000,5,3.0,2450,4591,2.0,0,0,3,7,2450,0,21,1060,5500,78,49,1.0,1.0,101397,21,13.17115354157376
2592,436500,2,1.0,1260,5000,1.0,0,0,3,7,1040,220,64,1510,5000,56,38,1.0,1.0,79681,64,12.986543654261794
2594,512500,4,1.75,1540,8311,1.0,0,0,4,7,1540,0,65,1890,7996,52,47,2.0,2.0,69643,65,13.1470559899947
2595,510000,4,1.0,1060,7200,1.0,0,1,3,6,880,180,90,1910,7200,55,38,4.0,4.0,84324,90,13.142166004700508
2598,435000,3,1.0,1050,5500,1.0,0,0,3,6,930,120,95,1410,5834,70,49,1.0,1.0,90208,95,12.983101310070822
2603,219000,2,1.0,900,5160,1.0,0,0,3,6,900,0,63,900,5160,75,55,3.0,3.0,54622,63,12.29682700879864
2604,777000,4,4.0,2680,6000,1.0,0,0,3,7,1380,1300,53,1930,6000,73,48,1.0,1.0,66563,1,13.563195629349785
2607,600000,4,1.5,1770,6014,1.5,0,0,4,7,1240,530,69,1740,6014,71,40,1.0,1.0,106319,69,13.304684934198285
2608,554663,3,2.0,1230,6802,1.5,0,0,3,7,1230,0,75,1850,6398,67,55,1.0,1.0,110091,75,13.226116001096408
2616,337500,5,2.0,1700,7314,1.0,0,0,3,7,1000,700,59,2000,7176,63,53,3.0,3.0,79432,59,12.729320789294722
2617,400000,2,1.0,610,4560,1.0,0,0,3,5,610,0,97,930,1392,78,51,1.0,1.0,90208,97,12.89921982609012
2620,397000,3,3.5,1360,1275,2.0,0,0,3,8,1240,120,8,1360,1275,48,91,1.0,1.0,47737,8,12.891691559669328
2624,475000,3,2.25,2280,5750,1.0,0,1,4,7,1150,1130,30,1500,5060,84,51,2.0,2.0,106319,30,13.071070083016776
2626,660000,5,2.25,2540,3750,1.5,0,0,4,7,1510,1030,90,1780,3750,74,57,1.0,1.0,64797,90,13.399995114002607
2630,1440000,4,1.75,2410,6000,1.5,0,0,3,8,2410,0,104,1280,4000,84,62,2.0,2.0,98750,104,14.180153671552185
2631,380000,3,1.0,920,3532,1.0,0,0,3,6,920,0,105,1250,4000,63,41,3.0,3.0,84324,105,12.847926531702571
2637,750000,3,1.5,1840,5000,1.5,0,0,5,7,1340,500,100,1840,5000,80,57,2.0,2.0,93155,100,13.527828485512496
2638,632500,4,2.0,1770,5000,2.0,0,0,4,7,1770,0,109,1550,5000,92,52,2.0,2.0,85595,109,13.357435499583811
2642,367500,3,3.25,1400,1343,2.0,0,0,3,7,1160,240,10,1400,1326,82,55,3.0,3.0,84324,10,12.814478597635029
2643,385100,3,1.0,1060,8040,1.0,0,0,4,6,1060,0,66,1300,7620,46,52,3.0,3.0,87222,66,12.861258319803
2644,230000,2,1.0,720,5913,1.0,0,0,3,6,720,0,95,1560,6600,60,56,2.0,2.0,61901,95,12.345834587905333
2645,286000,3,2.75,1100,750,2.0,0,0,3,7,780,320,7,1170,4800,40,51,2.0,2.0,67277,7,12.563747089801991
2649,455000,3,2.25,1870,7403,1.0,0,0,3,7,1870,0,65,1630,7440,75,54,3.0,3.0,60131,65,13.028052697933088
2654,579000,3,2.5,1640,1269,3.0,0,0,3,8,1640,0,6,1590,1231,87,59,2.0,2.0,104632,6,13.269057756555133
2658,866500,4,3.5,3080,4945,2.0,0,0,3,9,2010,1070,1,1220,4945,82,53,2.0,2.0,71705,1,13.672217388137796
2661,277284,3,1.75,1030,4800,1.0,0,0,3,6,930,100,88,1540,4800,99,0,2.0,2.0,67277,88,12.532797530696506
2662,460000,2,1.0,1020,4002,1.0,0,0,5,7,1020,0,62,1780,5000,39,40,1.0,1.0,77808,62,13.038981768465275
2666,650000,4,2.5,2530,6500,1.5,0,0,3,8,1720,810,40,2150,5280,57,53,1.0,1.0,110091,40,13.38472764187182
2669,500000,3,3.25,1490,902,3.0,0,0,3,8,1220,270,14,1550,1092,75,60,2.0,2.0,98750,14,13.122363377404328
2671,549000,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,107,1520,4800,71,55,1.0,1.0,104632,107,13.215853720491667
2673,405000,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,105,1790,5355,75,47,1.0,1.0,101397,105,12.911642346088676
2674,625000,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,105,1790,5355,75,47,1.0,1.0,101397,105,13.345506928718539
2675,345100,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,56,1950,6670,26,47,2.0,2.0,71524,56,12.751589509086097
2677,367777,5,3.0,2140,5937,1.0,0,0,3,7,1280,860,37,1820,6710,52,53,2.0,2.0,84324,37,12.815232055211165
2678,750000,3,2.75,2520,5401,1.0,0,0,4,7,1360,1160,69,1800,5036,61,58,2.0,2.0,87667,69,13.527828485512496
2681,255000,2,1.0,740,5000,1.0,0,0,4,6,740,0,89,1170,4968,82,62,4.0,4.0,38846,89,12.449018824140566
2682,415000,3,2.25,1640,5880,1.0,0,0,3,7,1240,400,38,1200,4760,51,44,3.0,3.0,47363,38,12.936033799212835
2684,430000,3,2.5,1440,7320,1.0,0,0,5,7,1440,0,61,1160,6941,80,52,3.0,3.0,60131,61,12.971540487669744
2686,810000,3,2.0,2390,8025,2.0,0,0,5,7,2390,0,94,1920,5350,77,58,1.0,1.0,110091,94,13.604789526648624
2689,411000,4,2.75,2500,5257,2.0,0,0,3,8,2500,0,49,1660,5970,55,59,2.0,2.0,60917,49,12.926348493478372
2691,440000,3,1.5,1290,1286,3.0,0,0,3,7,1290,0,15,1720,1286,88,62,2.0,2.0,71809,15,12.994530005894447
2696,775000,4,2.75,2740,6200,1.5,0,3,4,8,1820,920,68,2430,6000,14,40,2.0,2.0,125109,68,13.560618308335485
2702,582500,2,1.5,1159,4800,1.0,0,0,3,7,1159,0,67,1640,4800,66,45,2.0,2.0,90951,67,13.275084464421992
2704,795000,3,3.25,2260,3727,2.0,0,0,3,8,1880,380,12,1600,4800,83,63,2.0,2.0,96538,12,13.58609739363647
2708,430000,5,3.0,2500,5750,1.0,0,0,3,8,1430,1070,16,1980,7130,54,49,1.0,1.0,55504,16,12.971540487669744
2709,799000,3,1.5,2210,6300,1.5,0,0,5,8,2210,0,99,2700,6300,50,59,3.0,3.0,81676,99,13.591116224748411
2713,460000,2,1.5,1090,4000,1.0,0,0,3,8,970,120,64,1700,4000,78,41,1.0,1.0,106319,64,13.038981768465275
2715,475000,2,1.0,890,4590,1.0,0,0,3,7,890,0,92,1310,4590,86,54,3.0,3.0,103750,92,13.071070083016776
2716,445000,3,1.75,1360,4998,1.0,0,0,3,8,1360,0,47,1350,4998,50,51,3.0,3.0,79432,1,13.005829561148376
2717,736000,3,2.5,1980,2975,3.0,0,2,3,8,1980,0,22,1980,3144,83,79,1.0,1.0,88719,22,13.508985397711012
2719,399950,4,2.75,1920,4400,1.0,0,0,4,6,960,960,109,1040,4400,47,44,2.0,2.0,55504,109,12.899094818276966
2722,889000,4,2.5,2570,4480,1.5,0,0,4,8,1580,990,88,2070,4480,78,57,1.0,1.0,110091,88,13.697852514496038
2723,300000,3,1.0,930,5160,1.5,0,0,5,6,930,0,96,1060,5160,68,55,4.0,4.0,54622,96,12.61153775363834
2724,395000,1,1.0,730,3000,1.0,0,0,3,7,730,0,104,1520,5000,64,45,2.0,2.0,79681,104,12.886641043883259
2725,348000,2,2.5,1270,1242,3.0,0,0,3,7,1270,0,7,1280,1199,84,54,2.0,2.0,62786,7,12.759957758756613
2729,576750,3,2.0,2220,5000,1.0,0,0,4,7,1110,1110,49,1450,5000,74,40,1.0,1.0,106319,49,13.265164176036
2730,495000,5,3.25,2500,7620,1.0,0,3,3,7,1250,1250,53,2020,7620,31,43,3.0,3.0,47363,53,13.112313041550827
2731,216650,3,3.5,1540,1427,2.0,0,0,3,7,1360,180,8,1220,4000,65,48,3.0,3.0,42159,8,12.286038427168055
2736,1075000,4,2.25,2820,5000,1.5,0,2,4,9,1800,1020,89,2880,6000,80,48,2.0,2.0,137358,89,13.8878312195439
2737,756000,3,2.5,3560,8297,1.0,0,2,4,8,1650,1910,67,2760,8297,53,34,1.0,1.0,157292,67,13.535796655161668
2739,525000,3,3.25,2200,7440,2.0,0,0,4,7,1710,490,68,1260,6765,59,57,3.0,3.0,61901,68,13.17115354157376
2743,432000,3,2.0,1400,6380,1.0,0,0,4,7,700,700,91,1690,5800,66,62,2.0,2.0,31863,91,12.976180867226248
2744,790000,3,1.5,2390,4452,2.0,0,1,3,9,1790,600,86,2610,5000,66,43,2.0,2.0,77808,86,13.579788224443204
2746,442000,3,1.5,2050,6384,1.0,0,0,3,7,1350,700,57,1590,7214,50,42,2.0,2.0,75123,57,12.999065161059836
2748,1325000,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,113,2440,5440,84,61,2.0,2.0,67572,113,14.09692301740246
2751,408000,3,1.0,1380,7015,1.5,0,0,4,7,1380,0,90,1160,6700,78,55,2.0,2.0,62786,90,12.9190224533863
2755,265000,3,1.0,1122,6554,1.5,0,0,3,5,1122,0,115,1610,5650,53,46,3.0,3.0,38846,115,12.487485104968359
2759,395000,2,1.0,1100,3975,1.0,0,0,3,7,900,200,65,1110,4280,73,56,1.0,1.0,110091,65,12.886641043883259
2762,418000,2,1.0,1040,6900,1.0,0,0,4,7,1040,0,100,1620,6280,73,49,1.0,1.0,90208,100,12.943236711506893
2766,330000,2,1.0,880,1753,2.0,0,0,4,7,880,0,70,1010,1748,63,37,1.0,1.0,90951,70,12.706847933442663
2769,978500,3,2.25,2060,7080,2.0,0,0,3,9,1800,260,75,3070,7500,49,33,1.0,1.0,157292,75,13.793776065818268
2777,716000,3,1.5,1140,4800,1.5,0,0,3,7,1140,0,100,1260,4800,90,66,2.0,2.0,98750,100,13.481435445942786
2779,425000,3,2.25,1670,9500,1.0,0,0,3,7,1170,500,38,1470,9500,54,54,2.0,2.0,56208,38,12.959844447906553
2780,711777,4,1.75,2220,6731,1.0,0,0,4,7,1110,1110,62,1600,6350,78,49,1.0,1.0,106319,62,13.475519939088855
2781,825000,4,1.5,1890,6938,1.5,0,0,3,8,1890,0,96,1700,6250,51,39,1.0,1.0,77808,96,13.623138665316818
2782,210000,2,1.0,1100,6000,1.5,0,0,4,6,1100,0,115,1280,6000,61,41,3.0,3.0,35425,115,12.254862809699604
2786,1495000,4,3.75,3770,4000,2.5,0,0,5,9,2890,880,99,2800,5000,56,50,2.0,2.0,137358,99,14.217636764806926
2789,635000,3,2.5,1530,2978,1.0,0,0,3,7,1210,320,18,1640,5100,72,46,1.0,1.0,101397,18,13.36138027787483
2791,210000,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,64,1320,8600,39,40,1.0,1.0,29107,64,12.254862809699604
2792,880000,4,2.5,2350,4675,2.0,0,0,3,9,2150,200,92,2240,3848,61,59,2.0,2.0,131429,92,13.687677186454387
2797,425000,2,1.0,830,6030,1.0,0,0,4,6,830,0,90,1280,6030,78,56,2.0,2.0,56744,90,12.959844447906553
2798,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,96,1200,5400,79,55,2.0,2.0,56744,96,12.979647075202733
2799,450000,3,2.25,1610,8296,2.0,0,0,3,8,1610,0,37,1610,8288,46,49,2.0,2.0,85759,37,13.017002861746507
2803,480000,3,1.75,1740,8528,1.0,0,0,4,7,1290,450,76,1610,8528,65,55,2.0,2.0,64549,76,13.081541382884073
2813,410000,2,1.5,1660,4000,1.0,0,0,3,7,1000,660,65,1570,5500,66,56,2.0,2.0,101413,65,12.923912438680489
2814,665000,4,3.0,2160,4400,1.0,0,0,5,7,1320,840,94,1430,4400,78,59,1.0,1.0,104632,94,13.407542319637992
2815,502000,4,1.75,1920,3844,1.0,0,0,3,7,1170,750,48,1480,3844,76,57,2.0,2.0,65188,48,13.126355398673866
2816,680000,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,88,1870,4000,69,55,1.0,1.0,110091,88,13.429848077152288
2818,405000,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,9,1410,1273,50,46,1.0,1.0,102500,9,12.911642346088676
2822,210000,2,1.0,990,8140,1.0,0,0,1,6,990,0,105,2150,5000,84,43,2.0,2.0,77808,105,12.254862809699604
2824,635000,3,1.75,1340,3900,2.0,0,0,5,7,1340,0,115,1470,1611,94,54,2.0,2.0,72396,115,13.36138027787483
2827,750000,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,71,1760,6300,34,46,1.0,1.0,75714,71,13.527828485512496
2830,155000,1,1.0,720,6000,1.0,0,0,3,6,720,0,75,1040,6000,66,41,2.0,2.0,35425,75,11.951180395901384
2832,202000,1,1.0,590,833,1.0,0,0,4,7,590,0,89,780,1617,86,61,4.0,4.0,76524,89,12.216022976383341
2833,580000,3,2.5,1980,1873,2.0,0,0,3,7,1470,510,19,1500,1873,90,57,2.0,2.0,72396,19,13.270783382522602
2836,425000,4,1.5,2290,8773,1.0,0,0,4,7,1330,960,68,1740,7058,58,53,2.0,2.0,60131,68,12.959844447906553
2838,720000,4,1.75,2530,5000,1.5,0,2,5,8,2070,460,98,1950,3600,79,60,2.0,2.0,71809,98,13.487006490992238
2839,645000,3,3.25,3870,11000,2.0,0,2,3,9,2970,900,24,2970,11000,26,39,2.0,2.0,74107,24,13.37700559577791
2844,770000,3,1.75,1900,6334,1.0,0,2,3,8,1450,450,67,1530,6334,69,55,1.0,1.0,132917,67,13.554145793829866
2846,639000,4,2.0,1840,5419,1.0,0,0,4,7,920,920,73,1800,5419,55,33,1.0,1.0,157292,73,13.367659733359673
2848,525000,3,1.0,1640,6180,1.0,0,0,4,7,1640,0,69,1540,6180,78,55,4.0,4.0,59275,69,13.17115354157376
2849,820000,3,1.75,2160,6272,1.0,0,0,4,8,1390,770,55,1290,5376,84,54,2.0,2.0,101413,55,13.617059619240436
2850,1385000,3,3.0,2490,3600,2.0,0,3,4,8,1790,700,104,2490,3600,66,58,1.0,1.0,100172,104,14.141210697603574
2851,521450,3,2.0,1290,5700,1.0,0,0,5,7,1290,0,65,1160,5700,47,39,1.0,1.0,106319,65,13.164368671549358
2854,390000,2,1.0,980,3800,1.0,0,0,3,7,980,0,89,1520,5010,76,55,3.0,3.0,111661,89,12.873902018105829
2857,526000,2,1.0,1450,4500,1.5,0,0,4,7,1450,0,94,1470,5000,64,45,2.0,2.0,79681,94,13.173056491719846
2859,325000,3,1.75,2080,6554,1.0,0,0,3,7,1040,1040,65,1230,5650,53,46,3.0,3.0,38846,65,12.691580461311874
2860,825050,4,3.25,2860,3680,2.0,0,0,3,9,1980,880,90,2010,3680,69,54,1.0,1.0,64797,22,13.623199269540955
2861,690000,3,1.5,2540,9520,1.0,0,0,3,8,1500,1040,56,1870,6800,70,56,2.0,2.0,101413,56,13.444446876573444
2862,390000,4,1.0,1140,6250,1.5,0,0,3,6,1140,0,57,1140,1370,70,50,2.0,2.0,48036,57,12.873902018105829
2865,580000,3,1.75,1460,2800,2.0,0,0,3,7,1460,0,87,1220,4062,81,48,2.0,2.0,85595,87,13.270783382522602
2867,704300,4,1.5,1790,4080,1.5,0,0,5,7,1790,0,87,1710,4080,80,63,4.0,4.0,81676,87,13.464959680733502
2869,227064,3,1.5,1570,10824,2.0,0,0,3,7,1570,0,107,1530,8125,69,65,4.0,4.0,52412,107,12.33298719505239
2870,925000,3,2.5,2690,7000,2.0,0,0,5,7,1840,850,72,1800,6435,38,47,1.0,1.0,110458,72,13.737549016494564
2872,400000,2,1.0,1470,6120,1.0,0,0,2,7,1470,0,75,1840,6120,72,44,2.0,2.0,132981,75,12.89921982609012
2873,703011,2,1.0,1370,5922,1.0,0,2,3,8,1130,240,74,2460,6759,49,34,1.0,1.0,157292,74,13.463127817896561
2874,363000,2,1.0,1120,4800,1.0,0,0,3,7,770,350,89,1510,4800,70,57,2.0,2.0,67277,89,12.802158113246989
2880,445000,3,1.5,860,3200,1.0,0,0,3,6,860,0,86,1220,4300,78,49,2.0,2.0,97500,86,13.005829561148376
2881,761000,3,3.5,2050,2020,2.0,0,0,3,8,1520,530,9,1230,3640,84,65,2.0,2.0,68199,9,13.542388636843825
2889,555750,3,1.0,1060,4880,1.0,0,0,2,6,910,150,102,1200,4880,91,60,4.0,4.0,57750,102,13.228073831826446
2890,262500,3,1.5,1160,8906,1.0,0,0,3,7,1160,0,53,1160,8906,76,62,3.0,3.0,29286,53,12.478006361013815
2892,462500,2,2.0,1540,7290,2.0,0,0,3,7,1540,0,67,1540,7072,55,47,1.0,1.0,90208,32,13.044401835934615
2894,458000,3,1.5,1470,9570,1.0,0,0,3,7,1280,190,74,1390,9570,45,52,1.0,1.0,64549,74,13.034624463096321
2895,845000,4,2.75,3160,7143,1.5,0,0,3,8,2100,1060,82,2200,6122,49,35,1.0,1.0,157292,82,13.64709190633931
2897,599999,9,4.5,3830,6988,2.5,0,0,3,7,2450,1380,77,1460,6291,60,59,2.0,2.0,87159,77,13.304683267530226
2914,661000,4,2.25,1990,4600,1.5,0,2,4,8,1420,570,83,1810,5750,88,54,2.0,2.0,71705,83,13.401509118833824
2916,282000,2,1.0,1150,6098,1.0,0,0,3,7,950,200,67,1790,8455,33,49,3.0,3.0,64297,67,12.549662349920249
2918,480000,5,2.25,2240,5500,1.0,0,0,3,7,1490,750,56,2010,6050,45,45,2.0,2.0,102500,56,13.081541382884073
2919,625000,3,3.5,1560,1490,2.0,0,0,3,8,1240,320,20,1560,1662,93,79,3.0,3.0,98617,20,13.345506928718539
2922,399950,3,2.5,1610,1320,2.0,0,0,3,7,1280,330,8,1480,1602,86,65,2.0,2.0,79953,8,12.899094818276966
2923,545000,4,3.5,1880,1341,3.0,0,0,3,8,1650,230,8,1740,1883,84,73,3.0,3.0,56700,8,13.208541073645382
2925,1210000,4,2.25,3270,6000,2.0,0,0,5,8,2180,1090,106,2880,6000,80,48,2.0,2.0,137358,106,14.006130917572925
2927,526000,3,1.75,1680,3420,1.0,0,0,3,7,960,720,23,1680,4080,79,49,2.0,2.0,103917,23,13.173056491719846
2929,330600,1,1.0,580,1799,1.0,0,0,3,7,580,0,107,1260,4000,77,52,2.0,2.0,90789,10,12.708664464369061
2930,550500,3,1.75,2540,8280,1.0,0,0,3,7,1270,1270,66,1950,8280,55,48,2.0,2.0,62726,66,13.218582235144872
2931,430000,2,1.0,950,6426,1.0,0,0,3,7,950,0,66,1360,2550,60,56,2.0,2.0,67277,66,12.971540487669744
2932,260600,2,1.0,810,4560,1.0,0,0,3,7,810,0,87,1490,4560,71,50,2.0,2.0,48036,87,12.470741943672884
2933,825000,5,3.0,4080,7500,2.0,0,2,4,8,2720,1360,54,2000,4545,66,50,2.0,2.0,81563,54,13.623138665316818
2935,631000,3,2.25,1670,1396,2.0,0,0,3,9,1250,420,0,1610,5191,64,49,2.0,2.0,110458,0,13.355061141523349
2941,579100,2,1.0,1070,2754,1.0,0,0,3,7,830,240,91,1760,4080,81,52,2.0,2.0,65172,91,13.269230453213881
2942,489000,3,2.0,1510,3000,1.0,0,0,4,7,910,600,43,1620,4000,90,57,3.0,3.0,65172,43,13.10011776845701
2943,240000,3,1.0,1230,2353,1.5,0,0,4,6,1230,0,90,1280,1572,91,49,3.0,3.0,47363,90,12.388394202324125
