,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,log_price
3842,576750,3,2.0,2220,5000,1.0,0,0,4,7,1110,1110,1966,0,98116,1450,5000,74,40,B,A,106319,13.265164176036
3843,495000,5,3.25,2500,7620,1.0,0,3,3,7,1250,1250,1962,0,98106,2020,7620,31,43,B,C,47363,13.112313041550827
3844,216650,3,3.5,1540,1427,2.0,0,0,3,7,1360,180,2007,0,98109,1220,4000,65,48,C,C,42159,12.286038427168055
3853,1075000,4,2.25,2820,5000,1.5,0,2,4,9,1800,1020,1926,0,98122,2880,6000,80,48,B,B,137358,13.8878312195439
3854,756000,3,2.5,3560,8297,1.0,0,2,4,8,1650,1910,1948,0,98199,2760,8297,53,34,A,A,157292,13.53579665516167
3857,525000,3,3.25,2200,7440,2.0,0,0,4,7,1710,490,1947,0,98118,1260,6765,59,57,C,C,61901,13.17115354157376
3863,432000,3,2.0,1400,6380,1.0,0,0,4,7,700,700,1924,0,98125,1690,5800,66,62,A,B,31863,12.976180867226248
3864,790000,3,1.5,2390,4452,2.0,0,1,3,9,1790,600,1929,0,98126,2610,5000,66,43,B,B,77808,13.579788224443204
3866,442000,3,1.5,2050,6384,1.0,0,0,3,7,1350,700,1958,0,98126,1590,7214,50,42,A,B,75123,12.999065161059836
3869,1325000,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,1902,0,98119,2440,5440,84,61,B,B,67572,14.09692301740246
3876,408000,3,1.0,1380,7015,1.5,0,0,4,7,1380,0,1925,0,98117,1160,6700,78,55,B,B,62786,12.9190224533863
3882,265000,3,1.0,1122,6554,1.5,0,0,3,5,1122,0,1900,0,98118,1610,5650,53,46,C,C,38846,12.487485104968359
3890,395000,2,1.0,1100,3975,1.0,0,0,3,7,900,200,1950,0,98105,1110,4280,73,56,A,A,110091,12.886641043883259
3895,418000,2,1.0,1040,6900,1.0,0,0,4,7,1040,0,1915,0,98136,1620,6280,73,49,A,A,90208,12.943236711506893
3900,330000,2,1.0,880,1753,2.0,0,0,4,7,880,0,1945,0,98199,1010,1748,63,37,A,A,90951,12.706847933442663
3903,978500,3,2.25,2060,7080,2.0,0,0,3,9,1800,260,1940,0,98199,3070,7500,49,33,A,A,157292,13.793776065818268
3911,716000,3,1.5,1140,4800,1.5,0,0,3,7,1140,0,1915,0,98109,1260,4800,90,66,B,B,98750,13.481435445942783
3915,425000,3,2.25,1670,9500,1.0,0,0,3,7,1170,500,1977,0,98125,1470,9500,54,54,B,B,56208,12.959844447906553
3916,711777,4,1.75,2220,6731,1.0,0,0,4,7,1110,1110,1953,0,98116,1600,6350,78,49,A,A,106319,13.475519939088855
3918,825000,4,1.5,1890,6938,1.5,0,0,3,8,1890,0,1919,0,98116,1700,6250,51,39,B,A,77808,13.623138665316818
3919,210000,2,1.0,1100,6000,1.5,0,0,4,6,1100,0,1900,0,98108,1280,6000,61,41,C,C,35425,12.254862809699606
3924,1495000,4,3.75,3770,4000,2.5,0,0,5,9,2890,880,1916,0,98122,2800,5000,56,50,B,B,137358,14.217636764806924
3927,635000,3,2.5,1530,2978,1.0,0,0,3,7,1210,320,1997,0,98117,1640,5100,72,46,A,A,101397,13.36138027787483
3930,210000,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,1951,0,98168,1320,8600,39,40,A,A,29107,12.254862809699606
3931,880000,4,2.5,2350,4675,2.0,0,0,3,9,2150,200,1923,0,98112,2240,3848,61,59,A,B,131429,13.687677186454389
3939,425000,2,1.0,830,6030,1.0,0,0,4,6,830,0,1925,0,98103,1280,6030,78,56,B,B,56744,12.959844447906553
3940,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,1200,5400,79,55,B,B,56744,12.979647075202733
3941,450000,3,2.25,1610,8296,2.0,0,0,3,8,1610,0,1978,0,98115,1610,8288,46,49,B,B,85759,13.017002861746503
3945,480000,3,1.75,1740,8528,1.0,0,0,4,7,1290,450,1939,0,98125,1610,8528,65,55,B,B,64549,13.081541382884074
3960,410000,2,1.5,1660,4000,1.0,0,0,3,7,1000,660,1950,0,98115,1570,5500,66,56,A,B,101413,12.92391243868049
3961,665000,4,3.0,2160,4400,1.0,0,0,5,7,1320,840,1921,0,98122,1430,4400,78,59,B,A,104632,13.407542319637992
3963,502000,4,1.75,1920,3844,1.0,0,0,3,7,1170,750,1967,0,98133,1480,3844,76,57,B,B,65188,13.126355398673866
3965,680000,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,1927,0,98115,1870,4000,69,55,A,A,110091,13.42984807715229
3968,405000,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,2006,0,98136,1410,1273,50,46,B,A,102500,12.911642346088676
3975,210000,2,1.0,990,8140,1.0,0,0,1,6,990,0,1910,0,98116,2150,5000,84,43,C,B,77808,12.254862809699606
3977,635000,3,1.75,1340,3900,2.0,0,0,5,7,1340,0,1900,0,98107,1470,1611,94,54,C,B,72396,13.36138027787483
3980,750000,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0,98115,1760,6300,34,46,A,A,75714,13.527828485512494
3984,155000,1,1.0,720,6000,1.0,0,0,3,6,720,0,1940,0,98108,1040,6000,66,41,C,B,35425,11.951180395901384
3987,202000,1,1.0,590,833,1.0,0,0,4,7,590,0,1926,0,98122,780,1617,86,61,D,D,76524,12.216022976383341
3988,580000,3,2.5,1980,1873,2.0,0,0,3,7,1470,510,1996,0,98107,1500,1873,90,57,B,B,72396,13.270783382522602
3994,425000,4,1.5,2290,8773,1.0,0,0,4,7,1330,960,1947,0,98133,1740,7058,58,53,B,B,60131,12.959844447906553
3997,720000,4,1.75,2530,5000,1.5,0,2,5,8,2070,460,1917,0,98103,1950,3600,79,60,B,B,71809,13.487006490992238
4001,645000,3,3.25,3870,11000,2.0,0,2,3,9,2970,900,1991,0,98106,2970,11000,26,39,B,B,74107,13.37700559577791
4008,770000,3,1.75,1900,6334,1.0,0,2,3,8,1450,450,1948,0,98105,1530,6334,69,55,A,A,132917,13.554145793829866
4010,639000,4,2.0,1840,5419,1.0,0,0,4,7,920,920,1942,0,98199,1800,5419,55,33,A,A,157292,13.367659733359671
4012,525000,3,1.0,1640,6180,1.0,0,0,4,7,1640,0,1946,0,98118,1540,6180,78,55,C,D,59275,13.17115354157376
4014,820000,3,1.75,2160,6272,1.0,0,0,4,8,1390,770,1960,0,98115,1290,5376,84,54,B,B,101413,13.617059619240436
4015,1385000,3,3.0,2490,3600,2.0,0,3,4,8,1790,700,1911,0,98119,2490,3600,66,58,B,A,100172,14.141210697603576
4016,521450,3,2.0,1290,5700,1.0,0,0,5,7,1290,0,1950,0,98116,1160,5700,47,39,A,A,106319,13.16436867154936
4020,390000,2,1.0,980,3800,1.0,0,0,3,7,980,0,1926,0,98103,1520,5010,76,55,C,C,111661,12.873902018105829
4029,526000,2,1.0,1450,4500,1.5,0,0,4,7,1450,0,1921,0,98107,1470,5000,64,45,A,B,79681,13.173056491719846
4033,325000,3,1.75,2080,6554,1.0,0,0,3,7,1040,1040,1950,0,98118,1230,5650,53,46,C,C,38846,12.691580461311874
4036,825050,4,3.25,2860,3680,2.0,0,0,3,9,1980,880,1925,1993,98115,2010,3680,69,54,B,A,64797,13.623199269540951
4037,690000,3,1.5,2540,9520,1.0,0,0,3,8,1500,1040,1959,0,98115,1870,6800,70,56,A,B,101413,13.444446876573442
4038,390000,4,1.0,1140,6250,1.5,0,0,3,6,1140,0,1958,0,98126,1140,1370,70,50,B,B,48036,12.873902018105829
4043,580000,3,1.75,1460,2800,2.0,0,0,3,7,1460,0,1928,0,98117,1220,4062,81,48,A,B,85595,13.270783382522602
4045,704300,4,1.5,1790,4080,1.5,0,0,5,7,1790,0,1928,0,98144,1710,4080,80,63,C,D,81676,13.464959680733502
4048,227064,3,1.5,1570,10824,2.0,0,0,3,7,1570,0,1908,0,98118,1530,8125,69,65,D,D,52412,12.33298719505239
4049,925000,3,2.5,2690,7000,2.0,0,0,5,7,1840,850,1943,0,98115,1800,6435,38,47,A,A,110458,13.737549016494562
4053,400000,2,1.0,1470,6120,1.0,0,0,2,7,1470,0,1940,0,98115,1840,6120,72,44,A,B,132981,12.89921982609012
4055,703011,2,1.0,1370,5922,1.0,0,2,3,8,1130,240,1941,0,98199,2460,6759,49,34,A,A,157292,13.46312781789656
4056,363000,2,1.0,1120,4800,1.0,0,0,3,7,770,350,1926,0,98126,1510,4800,70,57,B,B,67277,12.802158113246987
4072,445000,3,1.5,860,3200,1.0,0,0,3,6,860,0,1929,0,98117,1220,4300,78,49,A,B,97500,13.005829561148378
4073,761000,3,3.5,2050,2020,2.0,0,0,3,8,1520,530,2006,0,98112,1230,3640,84,65,B,B,68199,13.542388636843823
4085,555750,3,1.0,1060,4880,1.0,0,0,2,6,910,150,1913,0,98118,1200,4880,91,60,C,D,57750,13.228073831826443
4086,262500,3,1.5,1160,8906,1.0,0,0,3,7,1160,0,1962,0,98118,1160,8906,76,62,C,C,29286,12.478006361013815
4090,462500,2,2.0,1540,7290,2.0,0,0,3,7,1540,0,1948,1983,98136,1540,7072,55,47,B,A,90208,13.044401835934616
4092,458000,3,1.5,1470,9570,1.0,0,0,3,7,1280,190,1941,0,98125,1390,9570,45,52,B,A,64549,13.034624463096321
4093,845000,4,2.75,3160,7143,1.5,0,0,3,8,2100,1060,1933,0,98199,2200,6122,49,35,A,A,157292,13.64709190633931
4096,599999,9,4.5,3830,6988,2.5,0,0,3,7,2450,1380,1938,0,98103,1460,6291,60,59,B,B,87159,13.304683267530228
4120,661000,4,2.25,1990,4600,1.5,0,2,4,8,1420,570,1932,0,98126,1810,5750,88,54,C,B,71705,13.401509118833824
4122,282000,2,1.0,1150,6098,1.0,0,0,3,7,950,200,1948,0,98125,1790,8455,33,49,B,C,64297,12.54966234992025
4126,480000,5,2.25,2240,5500,1.0,0,0,3,7,1490,750,1959,0,98136,2010,6050,45,45,B,B,102500,13.081541382884074
4129,625000,3,3.5,1560,1490,2.0,0,0,3,8,1240,320,1995,0,98102,1560,1662,93,79,C,C,98617,13.345506928718539
4137,399950,3,2.5,1610,1320,2.0,0,0,3,7,1280,330,2007,0,98144,1480,1602,86,65,D,B,79953,12.899094818276968
4138,545000,4,3.5,1880,1341,3.0,0,0,3,8,1650,230,2007,0,98122,1740,1883,84,73,C,C,56700,13.208541073645382
4140,1210000,4,2.25,3270,6000,2.0,0,0,5,8,2180,1090,1909,0,98122,2880,6000,80,48,B,B,137358,14.006130917572923
4143,526000,3,1.75,1680,3420,1.0,0,0,3,7,960,720,1992,0,98115,1680,4080,79,49,A,B,103917,13.173056491719846
4146,330600,1,1.0,580,1799,1.0,0,0,3,7,580,0,1908,2005,98117,1260,4000,77,52,A,B,90789,12.708664464369061
4147,550500,3,1.75,2540,8280,1.0,0,0,3,7,1270,1270,1949,0,98177,1950,8280,55,48,B,B,62726,13.218582235144872
4148,430000,2,1.0,950,6426,1.0,0,0,3,7,950,0,1949,0,98126,1360,2550,60,56,B,B,67277,12.971540487669746
4150,260600,2,1.0,810,4560,1.0,0,0,3,7,810,0,1928,0,98126,1490,4560,71,50,B,B,48036,12.470741943672882
4151,825000,5,3.0,4080,7500,2.0,0,2,4,8,2720,1360,1961,0,98103,2000,4545,66,50,B,B,81563,13.623138665316818
4154,631000,3,2.25,1670,1396,2.0,0,0,3,9,1250,420,2015,0,98115,1610,5191,64,49,A,B,110458,13.35506114152335
4160,579100,2,1.0,1070,2754,1.0,0,0,3,7,830,240,1924,0,98103,1760,4080,81,52,A,B,65172,13.269230453213881
4162,489000,3,2.0,1510,3000,1.0,0,0,4,7,910,600,1972,0,98115,1620,4000,90,57,B,C,65172,13.10011776845701
4163,240000,3,1.0,1230,2353,1.5,0,0,4,6,1230,0,1925,0,98106,1280,1572,91,49,C,C,47363,12.388394202324129
4166,628000,4,2.0,2260,6000,1.0,0,0,3,8,1430,830,1958,0,98115,2030,5874,68,50,A,B,101413,13.350295445450335
4170,810000,4,2.25,2020,5600,1.0,0,2,4,8,1210,810,1961,0,98115,2660,6050,33,46,B,A,75714,13.604789526648622
4174,438000,5,1.0,1950,6250,1.5,0,0,4,7,1450,500,1917,0,98136,1950,6250,82,50,B,A,90208,12.989974189358584
4176,340000,3,1.0,1250,4800,1.0,0,0,4,7,1250,0,1951,0,98126,1404,4800,66,51,A,A,90208,12.736700896592344
4177,552000,2,2.5,1380,951,3.0,0,0,3,9,1380,0,2006,0,98103,1430,3400,76,55,B,B,81563,13.221303325259232
4178,790000,3,1.75,2050,4080,2.0,0,0,3,8,2050,0,1991,0,98105,1890,4080,71,66,B,B,88914,13.579788224443204
4181,775000,2,1.0,1010,3600,1.0,0,0,3,7,1010,0,1913,0,98107,1540,3600,73,58,B,B,93155,13.560618308335483
4185,393500,3,1.75,1230,1441,2.0,0,0,3,8,1010,220,2004,0,98116,1170,1942,89,52,C,B,66794,12.882836346839595
4186,360000,3,2.0,1960,8846,1.0,0,3,4,6,980,980,1940,0,98178,2190,6363,38,43,A,B,71524,12.793859310432293
4187,400800,4,1.0,1070,5750,1.0,0,0,3,6,870,200,1923,0,98126,1270,5750,84,54,C,B,71705,12.901217828752792
4192,1045000,4,2.75,2950,4560,2.0,0,0,5,7,1810,1140,1912,0,98103,2000,4560,81,62,B,B,99083,13.85952744338105
4194,665900,4,2.25,2870,5453,2.0,0,1,4,8,2220,650,1926,0,98146,1660,4800,32,44,A,A,83421,13.408894788098713
4195,470000,4,1.0,2590,18224,1.5,0,0,4,7,2000,590,1911,0,98118,1800,7080,38,62,B,C,29286,13.060487973686241
4199,875000,4,3.5,2850,4416,1.5,0,0,3,7,2040,810,1926,0,98103,1860,4416,79,53,C,C,111661,13.681979165339751
4200,410000,3,1.0,1020,6903,1.0,0,0,3,7,1020,0,1951,0,98116,1440,6678,64,45,A,A,106319,12.92391243868049
4204,373000,3,2.5,2990,6771,1.0,0,0,3,7,1550,1440,2003,0,98106,1800,6771,68,49,C,D,47363,12.829333698625952
4205,550000,5,2.0,2450,9488,1.0,0,0,4,7,1240,1210,1900,1955,98133,1310,5693,77,61,D,C,56744,13.217673557208654
4208,369000,3,2.0,1340,1480,3.0,0,0,3,8,1340,0,1997,0,98117,1340,1321,59,46,B,B,101397,12.818551923022664
4211,1285000,4,2.5,3240,10800,1.0,0,0,3,10,2260,980,1946,0,98105,3490,10800,31,44,A,A,132917,14.066269276311457
4227,755000,2,2.5,1360,2070,2.0,0,0,3,8,1360,0,1999,0,98102,1920,2092,61,52,A,B,76980,13.534473028231162
4228,509500,2,2.5,1590,1485,2.0,0,0,3,8,1300,290,1994,0,98199,1880,3675,49,48,A,A,62639,13.141185131644917
4229,486700,2,1.0,1200,6278,1.0,0,0,3,7,1080,120,1942,0,98103,1200,6211,73,57,B,B,65188,13.095403195821545
4230,527500,2,1.0,1170,3000,1.5,0,0,3,7,1170,0,1910,0,98103,1530,4000,77,50,A,B,113906,13.175904144332359
4231,475000,5,2.5,2010,3600,1.5,0,0,3,6,1510,500,1912,0,98119,1780,3600,63,65,A,A,87667,13.071070083016778
4232,268000,3,2.75,1880,1793,2.0,0,0,3,7,1810,70,2001,0,98108,1800,2537,66,59,B,C,47604,12.498742259492994
4235,700000,9,3.0,3680,4400,2.0,0,0,3,7,2830,850,1908,0,98102,1960,2450,74,58,B,B,82154,13.458835614025542
4237,445000,3,1.0,1050,5664,1.0,0,0,4,7,910,140,1947,0,98115,1500,5664,59,44,A,B,103917,13.005829561148378
4239,384400,3,3.25,1689,1388,3.0,0,0,3,8,1689,0,2008,0,98125,1459,1384,78,52,C,C,60131,12.859438956078275
4241,865000,4,2.5,2710,4069,3.0,0,0,4,10,2710,0,1990,0,98122,1810,3586,71,55,A,A,137358,13.670484785914017
4247,375000,2,1.0,940,9839,1.0,0,0,3,6,940,0,1910,0,98136,1330,8740,76,50,A,A,102500,12.834681304952548
4250,1011000,3,2.5,1920,4480,2.0,0,1,3,9,1920,0,1949,1997,98119,1790,4500,67,60,B,B,87667,13.82645049800261
4255,1300000,6,4.5,3902,3880,3.0,0,4,4,9,2782,1120,1977,0,98116,1100,3870,45,39,B,A,106319,14.077874822431765
4260,489950,3,2.0,1580,4010,1.0,0,0,4,7,790,790,1909,0,98117,1350,5350,84,48,A,B,85595,13.102058624063964
4265,593500,3,1.0,1370,4000,2.0,0,0,4,8,1370,0,1918,0,98105,1370,4000,72,65,B,B,88914,13.29379249303186
4270,544500,5,1.0,1690,3240,1.5,0,0,3,7,1690,0,1914,0,98115,1230,4500,86,58,B,B,65172,13.207623221355153
4272,912000,4,3.75,1980,4095,2.0,0,0,3,9,1980,0,2009,0,98103,1480,3840,95,52,B,C,103750,13.723395269056468
4281,534950,5,1.5,2240,6337,1.0,0,0,3,8,1280,960,1956,0,98125,1870,6380,73,61,B,C,31863,13.189928563566752
4287,430000,3,2.0,1510,7066,1.0,0,2,3,7,1230,280,1973,0,98125,1950,8089,47,53,B,B,64549,12.971540487669746
4291,599000,2,1.0,1550,7713,1.0,0,0,3,7,1550,0,1930,1979,98117,1340,6350,78,56,B,B,62786,13.303016877097587
4292,326500,3,1.0,1060,7920,1.0,0,0,4,7,1060,0,1968,0,98106,1060,7457,37,50,B,A,67277,12.696185227698622
4293,358803,2,1.0,1040,5765,1.0,0,0,3,7,1040,0,1944,0,98133,1040,3844,84,58,C,B,56744,12.790528770335836
4298,1190000,3,1.5,2540,2700,2.0,0,0,4,8,1630,910,1922,0,98119,2520,5400,92,61,A,B,98750,13.989463865087712
4303,330000,3,1.0,1850,5775,2.0,0,0,3,6,1740,110,1928,0,98108,1520,3578,55,53,B,C,47604,12.706847933442663
4306,649950,3,2.5,1500,1375,2.0,0,0,3,9,1200,300,2014,0,98119,1680,1627,62,57,B,B,62639,13.384650715836164
4307,316000,3,1.0,1130,7200,1.5,0,0,4,6,1130,0,1942,0,98133,1350,1358,59,50,B,B,32472,12.66349749256905
4310,600000,3,3.0,1520,1800,3.0,0,0,3,7,1520,0,2003,0,98115,1520,1500,86,55,B,C,65172,13.304684934198283
4313,430000,3,1.0,1740,4800,1.0,0,0,3,8,1740,0,1952,0,98118,1600,4800,75,42,A,D,84324,12.971540487669746
4315,834500,3,2.25,2780,6000,1.0,0,3,4,9,1670,1110,1948,0,98199,2780,6000,60,34,A,A,157292,13.634588022084026
4318,402500,3,1.0,1290,4000,1.5,0,0,3,7,1290,0,1926,0,98118,1160,5040,84,58,B,C,57750,12.905450375840756
4327,395000,3,3.5,1450,1263,2.0,0,0,3,8,1160,290,2007,0,98199,1390,1282,67,50,B,B,66563,12.886641043883259
4328,496752,2,1.0,1980,5000,1.0,0,0,4,7,1090,890,1923,0,98144,1720,5000,69,68,B,B,81676,13.115846186576064
4329,227000,2,1.0,860,6800,1.0,0,0,3,6,860,0,1943,0,98133,1220,6800,60,51,B,D,60131,12.332705296463539
4334,705000,4,1.5,1780,3120,1.5,0,3,3,8,1780,0,1926,0,98118,1710,3600,44,32,A,D,84324,13.465953081794405
4337,622000,3,2.25,1550,1919,3.0,0,0,3,8,1550,0,2003,0,98107,1550,2918,91,53,B,B,85595,13.340695371721317
4340,561500,3,1.75,1960,6380,1.0,0,0,4,7,980,980,1939,0,98115,1480,6380,63,58,A,A,80400,13.238367053160635
4344,752000,6,3.75,3810,6663,2.0,0,0,4,8,3810,0,1977,0,98103,1610,4561,70,59,C,C,87159,13.530491602931978
4346,715000,3,2.25,1990,4977,3.0,0,0,3,9,1990,0,2012,0,98118,1280,5000,64,57,D,D,61901,13.480037821676145
4348,562000,4,1.75,2060,4080,1.5,0,0,3,7,1460,600,1922,1996,98105,1620,4080,71,66,B,B,88914,13.239257128875828
4349,360000,3,1.5,1170,4080,1.0,0,0,5,6,1170,0,1917,0,98126,920,4242,63,50,B,A,75123,12.793859310432293
4350,659950,3,2.5,1610,1246,2.0,0,1,3,9,1080,530,2014,0,98119,1610,1249,74,59,B,B,62639,13.3999193535571
4351,458500,3,2.0,1890,1599,2.0,0,0,3,9,1430,460,2012,0,98136,1780,1562,82,51,B,A,90208,13.035715570678656
4356,926300,3,1.5,1660,4800,2.0,0,0,3,8,1660,0,1907,0,98119,1690,4000,94,62,B,B,98750,13.738953435242118
4357,750000,2,1.0,1620,6120,1.0,0,0,3,7,1620,0,1951,0,98115,1650,4590,83,61,A,B,65172,13.527828485512494
4363,1135000,4,3.25,2960,4296,2.0,0,0,3,9,2190,770,2007,0,98119,2150,6000,58,59,B,B,87667,13.94214320889764
4364,318000,3,2.25,1250,1017,3.0,0,0,3,8,1250,0,2008,0,98133,1250,1017,63,57,B,C,31863,12.669806661762314
4365,639000,4,2.0,1940,5000,1.0,0,0,4,7,980,960,1910,0,98107,1940,5000,76,55,B,A,72396,13.367659733359671
4368,437000,2,1.75,1500,6800,1.0,0,0,4,7,910,590,1942,0,98117,1450,6800,75,51,B,B,72428,12.987688474077727
4375,352800,4,2.0,2080,6360,1.0,0,0,3,7,1330,750,1960,0,98118,2080,6741,75,66,D,D,52412,12.773656603114773
4377,458000,4,1.5,1550,3000,1.5,0,0,3,7,1350,200,1918,0,98105,1710,5535,87,75,B,C,38487,13.034624463096321
4380,353000,3,1.75,1260,11775,1.0,0,0,5,6,1260,0,1942,0,98108,1270,5480,58,58,B,C,60682,12.774223335915433
4388,501000,3,1.0,1160,4360,1.0,0,0,4,8,1160,0,1929,0,98105,1810,4360,77,57,A,A,110091,13.124361380067002
4394,335000,4,2.0,1480,3132,1.0,0,0,5,6,740,740,1910,0,98108,1480,6420,76,51,C,D,79432,12.721885810807203
4395,475000,3,3.0,2010,2554,2.0,0,0,3,7,1860,150,2001,0,98118,1370,5100,73,42,B,C,84324,13.071070083016778
4396,660000,3,2.0,2880,5100,1.5,0,0,4,7,2080,800,1926,0,98117,1820,5100,76,49,A,B,101397,13.399995114002609
4397,551000,3,1.0,940,1948,1.0,0,0,5,6,940,0,1900,0,98107,1700,5000,92,53,B,B,85595,13.219490088135052
4404,796000,3,1.0,1980,3243,1.5,0,0,3,8,1980,0,1912,0,98102,1380,1249,79,54,A,B,76980,13.58735446482652
4405,450000,2,1.5,1450,2550,1.0,0,0,3,7,820,630,1984,0,98103,1450,5100,89,54,C,C,87159,13.017002861746503
4409,565000,3,1.0,1610,4108,1.5,0,0,5,7,1610,0,1928,0,98126,1680,4467,61,55,B,A,67277,13.244581010128577
4410,680000,1,2.5,1820,3008,2.0,0,0,3,7,1090,730,1910,2004,98103,1860,3420,88,62,A,B,84728,13.42984807715229
4413,1150000,4,2.25,3740,18000,1.0,0,0,4,9,1870,1870,1951,0,98177,2610,10902,44,44,A,B,96193,13.955272500339433
4416,425000,2,1.0,1070,6625,1.0,0,0,3,7,830,240,1950,0,98116,1310,6625,68,40,A,A,106319,12.959844447906553
4419,425000,2,1.0,1270,6000,1.0,0,0,3,7,1270,0,1939,0,98199,1770,6000,57,43,A,A,90951,12.959844447906553
4422,475000,3,1.0,1600,7161,1.0,0,0,3,8,1600,0,1953,0,98118,1760,8280,48,37,B,D,84324,13.071070083016778
4430,1100000,3,3.0,3700,16857,1.0,0,0,3,10,2170,1530,2000,0,98117,2320,12000,33,46,A,A,95927,13.9108207377686
4437,448000,2,2.0,1670,7772,1.0,0,0,4,6,860,810,1919,0,98126,1300,7770,76,50,B,B,90208,13.012548511397123
4438,819000,3,1.0,1300,3600,2.0,0,0,3,7,1300,0,1900,0,98119,2510,4800,79,60,A,A,100172,13.615839362835207
4442,685000,4,2.5,2770,6000,2.0,0,0,3,8,2400,370,1993,0,98136,2120,6000,69,51,A,A,66794,13.437174117244362
4446,344000,1,1.5,760,779,3.0,0,0,3,8,760,0,2006,0,98107,1290,1189,96,54,C,B,72396,12.748396936355535
4447,825000,4,1.5,2040,6900,2.0,0,0,3,9,2040,0,1903,0,98112,3150,8220,56,48,B,B,137358,13.623138665316818
4448,476500,3,1.0,1200,6120,1.0,0,0,4,7,950,250,1945,0,98115,1550,6120,69,45,A,B,132981,13.074223002076394
4449,379500,2,1.0,960,5096,1.0,0,0,5,7,960,0,1949,0,98126,1760,4488,52,43,A,B,75123,12.84660987581782
4451,477590,3,3.25,2260,7701,2.0,0,0,3,8,1760,500,2000,0,98146,1880,7529,39,37,A,A,110060,13.076507902817875
4452,490000,3,1.0,1910,8190,1.0,0,0,4,7,1010,900,1946,0,98117,1600,5042,75,56,B,B,62786,13.102160670086809
4453,470000,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,0,98117,1500,5000,80,49,A,B,85595,13.060487973686241
4456,790000,2,1.5,1940,4400,1.0,0,0,3,7,970,970,1923,0,98112,1480,3080,80,33,A,A,132000,13.579788224443204
4458,840000,4,2.75,3040,2800,2.0,0,0,3,9,2100,940,1906,2014,98102,1260,2178,94,0,C,B,67834,13.641157170819497
4461,263500,3,1.75,1540,6273,1.0,0,0,4,6,770,770,1951,0,98118,1140,5512,71,61,C,D,38846,12.481808646963554
4462,369000,3,2.5,1320,1683,2.0,0,0,3,8,1270,50,2004,0,98106,1320,2206,35,47,D,B,55504,12.818551923022664
4464,570000,2,1.0,910,4301,1.0,0,0,4,7,910,0,1923,0,98117,1810,4301,43,33,A,A,101397,13.253391639810733
4466,415000,2,1.0,980,4108,1.0,0,0,3,7,980,0,1947,0,98117,1500,4046,82,52,B,B,90789,12.936033799212835
4467,197500,3,1.0,980,3090,1.5,0,0,3,6,980,0,1903,0,98118,980,3090,88,51,C,C,57750,12.193493863323313
4469,468000,3,2.0,1570,6300,1.0,0,0,3,7,820,750,1953,2005,98118,1510,4281,81,50,B,C,84324,13.056223574899784
4470,355000,3,1.0,1600,5001,1.5,0,0,5,6,1080,520,1930,0,98125,1340,5001,76,57,C,C,44951,12.779873068457553
4471,639000,4,1.75,1830,6000,1.0,0,0,4,7,930,900,1939,0,98199,1540,6000,41,34,A,A,157292,13.367659733359671
4481,520000,3,2.0,1410,2700,2.0,0,0,4,7,1410,0,1902,0,98122,1750,4000,72,72,D,C,76524,13.16158409055761
4482,474000,3,1.0,1140,4560,1.0,0,0,4,6,770,370,1944,0,98117,1340,3980,89,54,B,B,103750,13.068962600677214
4489,716000,3,2.0,1420,3600,1.5,0,0,4,7,1420,0,1904,0,98119,1250,3600,88,61,A,B,100172,13.481435445942783
4492,564500,4,2.25,1950,6000,1.0,0,0,3,7,1350,600,1961,0,98115,1980,6000,61,52,A,B,85759,13.243695662571854
4499,469000,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2004,0,98107,1800,2678,94,52,C,B,79681,13.058358047428417
4502,618000,4,1.0,1260,4080,1.0,0,0,4,7,1260,0,1911,0,98105,1340,4080,83,76,B,C,38487,13.334243736439827
4509,400000,3,1.0,1350,3090,1.5,0,0,5,6,1350,0,1914,0,98103,1350,3090,89,51,B,B,90568,12.89921982609012
4510,535000,3,1.0,1290,6859,1.0,0,0,4,7,1290,0,1941,0,98136,1560,6369,51,46,A,B,102500,13.190022025878143
4511,555000,4,2.0,1680,2600,1.0,0,0,5,7,840,840,1915,0,98107,1680,3340,97,55,C,B,93155,13.226723392728571
4513,785200,3,2.25,1840,3500,1.5,0,0,5,8,1540,300,1910,0,98122,1800,3300,71,55,B,A,137358,13.573693741384442
4519,369000,3,2.0,1550,8509,1.0,0,0,3,7,1150,400,1959,0,98106,1840,7620,31,43,B,C,47363,12.818551923022664
4521,407000,3,2.25,1430,1448,3.0,0,0,3,8,1430,0,2005,0,98103,1430,1383,80,57,C,C,87159,12.916568464424731
4522,575000,2,1.75,1230,5418,1.0,0,0,3,8,990,240,1949,0,98117,1330,5074,76,51,B,B,90789,13.262125319779487
